"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMER","RMEV","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVEL","RIPL","SIBVL","AVER","AVAR","AVDR","AVDL","SIBDL","RID","SIAVL","SIADR","SIBVR","RIPR","SIBDR","SIADL","SIAVR","RMFL"
"AWAL",0,0,0,0,0,0,0,0,0.00404276464231162,0,0.0136680561169328,0,0,0,0,0,0,0,0.0156800580485612,0,0.0108498136367923,0.0162013921098428,0,0,0,0,0,0,0.00421318600497296,0,0,0,0,0,0,0,0,0,0,0,0.00628948276266618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028303041521628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503381519233921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWAR",0,0,0,0,0,0.00251408558799219,0,0.00474733696731652,0,0.00389062225301108,0,0.0147793693840646,0,0,0,0,0,0,0,0.00956027424260152,0,0.0100844801636909,0,0,0,0,0,0,0,0.00403613494919644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122690126283658,0,0,0.0024609368420634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWBL",0,0,0,0,0.00313215838121254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114765143479249,0,0,0,0,0,0,0,0.00432632355109393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWBR",0,0,0,0,0,0.0028692890098202,0,0,0,0,0,0.0165789513455692,0,0,0,0,0,0,0,0,0,0.0107009610943948,0,0,0,0,0,0,0,0.00394197888914946,0,0,0,0.00382671022836522,0,0,0,0,0,0,0,0,0,0,0.0167897291283429,0.00488902154065617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579214621006325,0,0,0,0,0,0,0,0.0563904635712569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115333143369003,0,0.016127496547531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWCL",0,0,0,0,0,0,0.00970535119389685,0,0,0,0.0139800886319168,0.0151820461884672,0.00278060987577366,0.0139029672310671,0,0,0,0,0.0156697443347243,0.0103581059946727,0.0116709928173978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963920201329576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165010882373141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWCR",0,0,0,0,0,0,0.0151745112308025,0,0,0,0.0140554084180032,0.0135546936825634,0.0137639576390886,0.00270525955894254,0,0,0,0.010849457909125,0.0195032481677732,0.00841137459968643,0.0190869105847928,0.00986106757420945,0,0,0,0,0,0,0.0169375230414972,0.00522209856792506,0,0.00656330702299725,0,0,0,0.00964329092394033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165010882373141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262407246717173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184376731267295,0,0.0246929582896369,0,0,0,0,0,0.0717007778646133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176662910833209,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170606703730576,0,0.0237402484315929,0,0,0,0,0,0.0683066276206508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177541042130052,0,0,0.0163213469941401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134302542629389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823075433296897,0.110820014439941,0,0.10878137352521,0.107477348193192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524850492109033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794267682464679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331065962186281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109805717193909,0,0,0,0,0,0,0.107215987519061,0,0,0,0,0,0.118377371948583,0,0,0,0,0
"BDUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113836305215881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10679397395138,0,0,0,0,0.0903893104938127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525505446381223,0.524494930359287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728769715775326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813462984642087,0,0,0,0,0,0,0,0,0.11214947434263,0,0,0,0,0,0,0,0,0,0,0,0,0.134947064322923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10779586435343,0,0,0,0,0,0,0,0,0,0,0
"CEPDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150393231921561,0,0,0,0,0,0,0,0,0,0,0,0.0166275937643011,0,0.0107769143637279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146353163214235,0,0.0226115319492897,0.024290104869962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814841488132048,0,0,0,0,0,0,0,0.0148845921535702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168077645198953,0,0,0,0.0153835549222823,0,0,0,0,0,0,0,0,0,0,0,0.0138338961081559,0,0.0126027093732608,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEPDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147328421647013,0,0,0,0,0,0,0,0,0,0,0,0.0161854818148279,0,0.0103655326842437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013818124194898,0.025264917843536,0.0210143002638233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160141843737435,0.00744633655837721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177154137101529,0,0,0,0,0,0,0,0,0.0169000438299173,0,0,0,0.0154632097482622,0,0,0,0.0134955603261082,0,0,0,0,0,0.0137538134535708,0,0,0,0.00745287603672233,0,0,0,0,0,0,0.0141121988674692,0.013913605581633,0,0,0,0
"CEPVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927731305137027,0,0,0,0,0,0,0,0.010780506009112,0,0,0,0.00377462003054612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281401199610427,0.0294859223345968,0,0,0,0,0,0,0,0,0,0,0,0.0146211793481665,0,0,0,0,0,0,0,0,0,0,0,0.0168277442477817,0.01588687718734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525508677527071,0,0,0,0,0,0,0,0.00717474453595736,0,0,0,0,0,0,0,0.0148942755624854,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEPVR",0,0,0,0.0383039602168872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100868621088585,0,0,0,0,0,0,0,0.0101646805079218,0,0,0,0.00379625985346104,0,0,0,0,0,0,0.662131445508568,0,0,0,0,0,0.0289733655608366,0.0262358615385864,0,0,0,0,0,0,0,0,0,0,0,0,0.0138380376323966,0,0,0,0,0,0,0,0,0,0,0.0169802524799029,0,0,0,0,0,0,0,0,0,0,0.0242388111207393,0,0,0,0,0,0,0,0.00524429900433557,0,0,0,0,0,0,0,0.00720578952778597,0,0,0,0.0134322150124477,0,0,0,0,0,0,0,0,0,0,0,0.0072314205813934,0,0,0,0
"DVA",0.600565290002014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623057060049404,0.624290773036116,0,0,0,0,0,0.606574348827405,0,0,0,0,0,0,0,0,0,0,0,0,0.630189009373899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651651107729699,0.651100657104352,0,0,0.036912909986294,0.0320198069691831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636176768985007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639180592194339,0,0,0.652879902393391,0,0,0,0,0,0.638847609234063,0.65283556035097,0.631403400063477,0.637989432616173,0.638925200203656,0,0,0,0,0,0.636950954123603,0.636771775264007,0.652442737826877,0,0,0,0
"DVC",0,0,0,0,0,0,0,0,0,0,0,0,0.636731578553134,0.636360755540882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618956097982081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392964575745225,0,0,0.63091334541551,0.631272237515613,0,0,0,0,0.584429119641299,0.581739206027025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640794086804546,0,0.654699523760734,0,0.656614271933409,0.641405931560908,0,0,0.640624307767211,0,0,0,0.640760373845366,0.627947055986784,0,0,0,0,0,0,0,0,0,0,0
"FLPL",0.0117440732519376,0,0.00608993161907423,0.0196668257832988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612307953164781,0,0,0.0202327383056212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618022889800752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281319217465898,0,0,0,0,0,0,0.0322255564037496,0,0.0148311500244207,0,0,0,0,0,0,0,0,0,0
"FLPR",0.0258255683544065,0,0,0,0,0,0,0,0,0,0,0,0,0.0174879775028625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202327383056212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286731485894251,0,0.0117249263816985,0,0,0,0,0.0217104232865518,0,0.0205664926963283,0,0,0,0,0,0,0,0,0,0
"IL1DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702780087625211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155614261135508,0,0,0.00766457352552149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277985911569723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632474992959208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153221085450282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512746164356692,0,0,0,0
"IL1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023463187149634,0.0251017023902887,0.0183608821891985,0.0239147591787608,0.015156977455738,0.0222720437014798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549821113096114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672285790001172,0,0,0,0,0,0,0,0,0,0,0,0.00298246220376303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245195322351641,0.023283096925734,0,0,0.0208012203803647,0.0159656563299751,0,0,0,0,0,0,0.0263682299030244,0.0241965787099256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053279944705419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238553545067061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425457910300772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830374709280395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234876300714866,0,0,0,0,0,0,0.0112063138794889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879541157454414,0,0,0,0
"IL2DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781423464742389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428796550339217,0,0,0,0,0,0.0236645330574707,0,0,0,0,0,0,0,0,0,0,0,0,0.0157163721268022,0.0129614414810092,0.0174731373247265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00575522366121639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107312623172614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687016151898011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224767851209865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165005607726677,0.0119542362594553,0.020922307569464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447502459141288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145574295990484,0,0,0,0,0,0,0,0,0,0,0.00951050979591131,0,0,0,0
"IL2L",0,0,0.0520437590006897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208804062235987,0,0,0,0,0,0,0,0.00747582188938949,0,0.00356285656329651,0,0.0107584146913881,0,0.00745910355811106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018902287443422,0,0,0,0,0,0,0,0,0,0.0255524890440002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710296141364642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100780656385849,0,0.00748189345603772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180710452126634,0,0,0,0,0,0,0,0,0.023872009578754,0,0,0,0,0,0,0,0,0,0.0278031894488969,0.0255377180439174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342966793445444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239901165629333,0,0,0,0,0,0,0,0,0,0.0199503702914413,0,0,0,0,0,0,0,0,0,0,0,0,0.0189883959058717,0.0128377204782674,0.0171223891686806,0.0176122647620025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730315440088219,0,0,0,0.0245775367148286,0,0,0,0,0,0,0,0,0,0.0103006409653417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152071642373134,0,0,0,0,0,0,0.0109416332932977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221897292880062,0,0,0,0,0,0,0,0,0.0170183742654998,0,0,0,0,0,0,0,0,0,0,0,0,0.0168848805097378,0.0151527649792249,0.0113851065335925,0.0152409592304955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608389503499814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895979491952801,0,0,0,0
"OLLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166275937643011,0,0.010780506009112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279416235547436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234635698430833,0,0,0.0234974219094484,0.014799514226614,0,0,0,0,0.0155714372575439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023403455773467,0.0176675438848153,0.0221665753081216,0,0,0,0,0,0,0,0,0,0,0.00457531858521896,0,0,0,0,0,0,0,0.0220435241163647,0,0,0,0,0,0,0,0,0,0,0,0,0
