"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEV","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVDR","RIPL","AVEL","RIPR","AVAR","AVDL","SIBDL","RID","AVER","SIADL","RMEL","RMER","SIBVL","SIBVR","SIBDR","SIAVR","SIAVL","SIADR","ALNR","ALNL"
"CEPVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744798371729725,0,0,0,0,0,0.0100050476901037,0,0.00865477242985048,0,0,0,0.00303032875691731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225913639123864,0.0236717968038312,0,0,0,0,0,0,0,0,0,0,0,0.0117381298992322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141551014153246,0,0,0,0,0,0,0,0,0,0,0.0057600061767545,0,0,0,0,0,0.00586198739363409,0,0,0,0,0,0,0.0119573761557981,0,0,0,0,0,0,0,0,0,0,0
"CEPVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809790338316808,0,0,0,0,0,0,0,0.00816037730917664,0,0,0,0.00304770157249689,0,0,0,0,0,0,0,0,0,0,0,0,0.0232603075629252,0.021062593066189,0,0,0,0,0,0,0,0,0,0,0,0,0.0111094104936142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194593272377766,0,0,0.0132492876146937,0,0,0,0,0.0042102118767201,0,0.00660825985273355,0,0,0,0,0,0,0,0,0,0,0,0.0107836092353453,0.00580550666393554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500200738349521,0.501191183986741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505926387807215,0.506022132131713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510733462424583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524761789621982,0.524143020231314,0,0.525676721552681,0.513514601125543,0,0,0,0,0.512877658117487,0,0,0,0,0,0.512188699424251,0,0,0,0,0,0,0,0,0,0,0
"DVC",0,0,0,0,0,0,0,0,0,0,0,0,0.511178872922938,0.510881169941272,0,0,0,0,0,0,0,0.502666549526544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523138245061624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506507897023719,0.506796021667464,0,0,0,0,0.469189574923296,0.467030066810428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525803632772165,0,0,0,0,0,0,0,0,0.514931522520729,0,0,0,0,0.514304021728606,0,0.514413257875857,0.504158049150078,0,0,0.513653612551497,0,0,0,0,0,0,0,0,0,0,0
"FLPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012584555327737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162431842735268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495354532780342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131280885062573,0.0196685182993979,0,0,0.0218884186361332,0,0,0.0119066979069293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLPR",0,0,0,0.00594945179591154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162431842735268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230192883041863,0.0157753952273192,0,0,0,0.0212313487313718,0,0,0.0165111279393058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124929758939774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507761614065843,0,0,0,0,0,0,0,0,0.00615324916837641,0,0,0,0,0,0,0,0,0
"IL1DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123008477051635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411641286877908,0,0,0,0,0,0,0,0.00552710824595466,0,0,0,0,0,0,0,0
"IL1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188366432046357,0.0201520709330487,0.0147404265462579,0,0.0121682776757333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417189893251562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350156600903439,0,0,0,0,0,0,0,0,0,0.0121142978812744,0,0,0,0,0,0,0,0
"IL1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186920637291104,0,0.0154541052904439,0,0.0128174987437829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191514817870739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666638851112429,0,0,0,0,0,0,0,0,0.00860511827526211,0,0,0,0,0,0,0,0,0
"IL1VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188562663954188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706110506688755,0,0,0,0,0,0,0,0.00899661818494177,0,0,0,0,0,0,0,0
"IL2DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627339964652341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126173691722215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462039082661034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861523876174508,0,0,0,0,0,0,0,0,0.0104056642875707,0.0140277299649213,0,0,0,0,0,0,0,0
"IL2DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551548178284318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103973306505204,0.0167967821332317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359262537620471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763519800516824,0,0,0,0,0,0,0.0132469290710149,0.00959706291252042,0,0,0,0,0,0,0,0
"IL2L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286032146630847,0,0.00863703714660734,0,0.00598829440580746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151750758348599,0,0,0,0,0,0,0,0,0,0.0205139700775776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024895223092242,0,0.00809084142815968,0,0.00600659052104436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145077405228425,0,0,0,0,0,0,0,0,0.0191648527604082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275339538399864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152442051638688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586309578662374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826952866231655,0,0,0,0,0,0,0,0,0.0103063389755104,0.0137461434171098,0,0,0,0,0,0,0,0
"IL2VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122356996639189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488425376049147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719307479455066,0,0,0,0,0,0,0.0121648958283918,0.00914015594950382,0,0,0,0,0,0,0,0
"OLLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133489133037347,0,0.00865477242985048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224320076425406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188369504374049,0,0,0,0.0118813001537605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187886898463045,0,0.0177957013037032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176969137272223,0,0,0,0,0,0,0,0,0,0,0
"OLLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012993978358383,0,0.00816037730917664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212289252443747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182775985045561,0.017392371644093,0,0,0.0119032289474327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162397710334459,0,0.0169022631352653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164500589066195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLQDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00863703714660734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263427052880038,0,0,0,0,0,0,0,0,0,0,0,0,0.0171325199369686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196825542573557,0,0,0,0,0,0,0
"OLQDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809084142815968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265838915622553,0,0,0,0,0,0,0,0,0,0,0,0,0.0168112876463442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152875621181281,0,0,0,0,0,0
"OLQVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598829440580746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02453500241842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144941922555424,0,0,0,0,0.0158279946603715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122871074314197,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLQVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600659052104436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234836487193084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135667296941359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123555060322311,0,0,0,0,0
"PVCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500684478703358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722128152689154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491376112483446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508500564584034,0.509347878002185,0,0,0.517519703240943,0,0,0.507366752255026,0.515664929025759,0,0.51690322311019,0,0,0,0.511531904090928,0,0.515159178908462,0.504383312334571,0,0,0,0
"PVCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495354532780342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722128152689154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517323264225632,0,0.508342677623293,0.506381595609863,0,0.516667513054288,0,0,0.50654767805245,0,0.518841311096207,0.515931490474601,0,0,0,0,0,0,0,0.505492230345612,0,0,0
"PVPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.481635345306829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476826069709681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296343080171658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439758194001687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485755725125648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVPR",0,0,0,0,0,0,0,0,0,0,0,0,0.485701853730442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284196824825023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441356100791427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479850851951856,0.48057239548181,0,0,0.48885535939534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQL",0,0,0,0,0,0,0,0,0,0,0.49885347490361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500706794886629,0,0.507355457788564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQR",0,0,0,0,0,0,0,0,0,0,0.499213704639997,0.498784945933757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501106142651715,0.507759512247724,0.507918737289536,0,0,0,0,0,0,0,0,0,0.505727046906358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514237102033045,0.514141980155728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531570315408287,0,0,0,0,0.537254399789874,0.536399763416868,0,0,0.53995771512282,0.539438357844208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536959572356753,0,0.515180091449855,0.515884462050688,0,0.535429438466423,0,0.535084219311681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVT",0,0,0,0,0,0,0,0,0,0,0,0,0.481526615506366,0.481186443554075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458773150937452,0.467098651610078,0.470561126899942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315478603063068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494952204841838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439340210014208,0.437170874309695,0,0,0,0.482481979240773,0,0,0,0,0,0,0,0,0,0,0.489203696180813,0,0,0,0,0.482947450968222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093915959880696,0,0.0122328323855056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933755375737538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131991350959542,0.00780240854340024,0.0100166705499507,0.00506140863236214,0.0113276072536856,0.00447396105432591,0.0119907674756977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781310099888322,0.00953224350067968,0.00128558379248495,0.010725958055985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092287152122465,0,0,0,0,0,0.0177882214040288,0,0,0,0
