"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEV","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVAR","AVBL","AVBR","RIPL","AVDL","RIPR","AVDR","SIBDL","SIBVL","AVEL","SIADR","SIADL","AVER","SIAVR","RMEL","RMER","SIBVR","SIBDR","RID","SIAVL","AVL"
"AWAR",0,0,0,0,0,0.00279736283734342,0,0,0,0.00432900222518134,0,0,0,0,0,0,0,0,0,0.0106374882417679,0,0.0112207596187547,0,0,0,0,0,0,0,0.00449091071811999,0,0,0,0.0035218464484202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273822550032407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513083267317852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581419504988653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWBL",0,0,0,0,0.00348507763543368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127696427251558,0,0,0,0,0,0,0,0,0,0,0,0.00417568902622669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686421187437057,0,0,0,0,0,0.0446497805588463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119276674545466,0,0.0131945003824984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWBR",0,0,0,0,0.0173326730271365,0.00319258917994079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132282950874962,0,0.0119067031895378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00848149257574986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644478240274643,0,0,0,0,0,0,0,0.0627443186215394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017944679257112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWCL",0,0,0,0,0,0,0,0,0,0,0.0155553098862173,0.0168926992801254,0.00309391803079041,0.0154694987500606,0,0,0,0,0.0174353493301862,0.0115252165292837,0.0129860342616116,0,0,0,0,0,0,0,0,0.0199570500653904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183603657851805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWCR",0,0,0,0,0,0,0,0,0,0,0.0156391164087641,0.0150819831115847,0.0153148261054648,0.00301007753741494,0,0,0,0,0.0217007972570998,0.00935913511796095,0.0212375483971638,0,0,0,0,0,0,0,0,0.00581050404036732,0,0.00730283457488426,0,0,0.0185456653973712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183603657851805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205151574226991,0,0.0274752634490327,0,0,0,0,0,0.079779738750767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212789386222768,0,0,0,0,0,0,0,0,0,0,0,0.0196568590927092,0,0,0,0,0,0,0,0
"BAGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332699492443068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166642753597516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189829994291768,0,0.0264152060013499,0,0,0,0,0,0.0760031490426959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019754566659541,0,0,0,0,0,0,0,0,0,0.0181603720075643,0,0,0,0,0,0,0,0,0,0,0
"BDUL",0,0,0.0994429763939019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123306776630357,0,0.121038429697065,0.11958747193327,0,0,0.10126156954038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894792151684191,0,0,0,0,0,0,0,0.368369169193186,0,0,0,0,0,0,0,0,0,0.154349252905849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDUR",0,0,0,0.103308801432359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126662931155698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919265553360569,0,0,0,0.118827097776888,0,0,0,0.100574021535369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153242041336675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090512078572852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152742029434998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122481016313754,0,0.118652484220793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEPDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167338948194413,0,0,0,0,0,0,0,0,0,0,0,0.0185011254560533,0,0.0119912145737254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162843660477811,0,0.025159310197097,0.0270270180947464,0,0,0,0,0,0,0,0,0.0434459039262478,0,0,0.0145996623489424,0,0,0,0.00906654613555377,0,0,0,0,0,0,0,0.0165617292976345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187015971418553,0,0,0,0.0171169132233845,0,0,0,0.0151130092035802,0,0,0,0,0,0,0,0.0153926449654129,0,0,0,0,0,0,0.0168981622091538,0,0.0140227329646141,0,0,0,0,0,0,0,0
"CEPDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163928807184704,0,0.020372098673032,0,0,0,0,0,0,0,0,0,0.0180091980756536,0,0.0115334800289472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153750959351682,0.0281116691498499,0.0233821087442541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828536039594084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188042741206122,0,0,0,0,0,0,0,0.015016186841726,0,0,0,0,0,0,0,0,0,0,0,0,0.0153035389131281,0,0,0,0,0,0,0,0,0,0,0
"CEPVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010322644099412,0,0,0,0,0,0,0,0.0119952109115472,0,0,0,0.00419992932976259,0,0,0,0,0,0,0,0,0,0,0,0.0225514646600282,0,0.031310837703132,0.0328082797807486,0,0,0,0,0,0,0,0,0,0,0,0.0162686361761289,0,0.0120386132695226,0,0,0,0,0,0,0,0,0,0.0187238281066867,0.0176769478563361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584720922882233,0,0.00909910386212566,0,0,0,0,0,0.00798316645550185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165725037948781,0,0,0,0,0,0,0,0
"CEPVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112234099521101,0,0,0,0,0,0,0,0.0113099966214904,0,0,0,0.00422400744258341,0,0,0,0,0,0,0,0,0,0,0,0.0209046939544238,0.0322379701310717,0.0291920149513848,0,0,0,0,0,0,0,0,0,0,0,0,0.0153972531402723,0,0,0,0,0,0,0,0,0,0,0.0188935203649624,0.01629523716698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583520593440155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804622853422646,0,0,0,0.0149457040279347,0,0,0,0.0292811467845033,0,0,0,0,0,0,0
"DVA",0,0.67130933997876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693260672449337,0.694633395350045,0,0,0,0,0,0.674920754329085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687370115875742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010110693213901,0,0,0.0356276725431756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714836801920058,0.69852878052534,0,0.707858658448107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209033748553089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711713219103822,0.710916772057589,0.698338441740744,0,0,0,0,0.696652775614951,0,0.702547445141051,0.710830438443535,0,0,0.709875565868699,0.69261271487193,0,0,0,0,0,0,0
"DVC",0,0,0,0,0,0,0,0,0,0,0,0,0.708475981770388,0.708063375883517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688697630149076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735298854202164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437242274420744,0,0,0.702002173067962,0.702401503714556,0,0,0,0,0.650280288051586,0.647287285579366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706549780775765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728745385771949,0,0,0,0,0,0.728468484184478,0,0,0.71367702244101,0.712958725827943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225124834668179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686544001572755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143257391132404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47258184610866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313017157462055,0.0358566050126228,0.0181950700349882,0.0272598762395164,0,0.0165022655201301,0,0.0264903919931949,0,0,0.0303365802149917,0,0,0.0332916025996985,0,0,0,0,0,0,0,0
"FLPR",0,0,0.0251431656612438,0.0082457314364388,0,0,0,0,0,0,0,0,0.0257972160895076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225124834668179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693931119606408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319039258952758,0.0241566681639097,0,0,0,0,0,0,0,0,0,0,0,0.0234369556103443,0,0,0,0,0,0,0,0
"IL1DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744615747077194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173148262390213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703739780898273,0,0,0,0,0,0,0,0,0,0,0.00852818744389012,0,0,0,0,0,0
"IL1DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170485433106651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00570520380058854,0,0,0,0,0,0,0,0,0,0.00766037809527049,0,0,0,0,0
"IL1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656871609529785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261069265467759,0.0279300632229973,0.0204297139851645,0.0266093799312973,0.016864805901455,0.0247815697523507,0,0,0,0,0.0672097353328789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611772787811169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272822964306755,0.0259065444666618,0,0.0214188476832468,0.0231450198598424,0.017764603522085,0,0,0,0,0,0,0.0293392980611117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265432817750674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923938056804946,0,0,0,0,0,0,0,0,0,0,0.0119263919955387,0,0,0,0,0,0
"IL1VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070610669442107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261341236006682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978644386463362,0,0,0,0,0,0,0,0,0,0.0124689971335158,0,0,0,0,0
"IL2DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086947117907956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134764772984263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484704001461523,0,0,0,0,0.0263309593174674,0,0,0,0,0,0,0,0,0,0,0,0,0.0174872309579912,0.0239306011713428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00640369956670556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119404186346993,0,0,0,0,0,0,0,0,0,0,0.0144218855915454,0.0194419415303295,0,0,0,0,0
"IL2DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764426422534406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121962846481521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250093806275765,0,0,0,0,0,0,0,0,0,0,0,0,0.0144103354630019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497925271438898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105821165334788,0,0,0,0,0,0,0,0,0.0183597788878979,0.0133011924577037,0,0,0,0,0
"IL2L",0,0,0.0579078445218942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232331280516099,0,0,0,0,0,0,0,0,0,0.00396430519014682,0,0.0119706304312628,0,0.00829956593085596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210321226483146,0,0,0,0,0,0,0,0,0,0.0284316427390988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790329509405729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008256669325082,0,0,0,0,0,0
"IL2R",0,0,0,0.0529510897932883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220427165550211,0,0,0,0,0,0,0,0,0,0,0,0.0112136223302564,0,0.00832492370460534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201072193211325,0,0,0,0,0,0,0,0,0.0265618134749517,0,0,0,0,0.0186578789376801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524938690021273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381610939185776,0,0,0,0,0,0,0,0,0,0,0,0.0113596928476852,0,0,0,0,0,0,0,0,0,0.0266932282883342,0,0,0,0,0,0,0,0,0,0.0221982993383643,0,0,0,0,0,0,0,0,0,0,0,0,0.0211279334727305,0.0195967452985662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812604503760132,0,0,0,0.0273468366263586,0,0,0,0,0,0,0,0,0,0.0114612765670703,0,0,0,0,0,0,0,0,0,0,0.0142842241941285,0.0190516724552925,0,0,0,0,0
"IL2VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274036142974335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246899804753872,0,0,0,0,0,0,0,0,0.0189359375630209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169582504113964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676940433471624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996934927665793,0,0,0,0,0,0,0,0,0.016860118779701,0.012667935438786,0,0,0,0,0
"OLLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185011254560533,0,0.0119952109115472,0,0,0,0,0,0,0,0.00304982464659856,0,0.00894021332676827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310899755045738,0,0,0,0,0,0,0,0,0,0,0,0.0588320071383076,0,0,0.0261073523606139,0,0,0.0261450187443158,0.0164670651253874,0,0.0134035037799124,0.0173259653992389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223946733988381,0.0260404648747027,0,0.0246642175963606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245273014815888,0,0.0068588042154318,0,0,0,0,0,0
"OLLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180091980756536,0,0.0113099966214904,0,0,0,0,0.0102963391211088,0.00460895988300235,0,0.00331851428306027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724561932847186,0,0,0,0,0,0,0,0,0,0,0,0.0294225455141334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253321102080689,0.0241052168400587,0,0,0.0164974576639857,0.0110566755048138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225077528358286,0.0233271329223074,0.0234259436436134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227992044495252,0,0,0,0,0,0.00631695190167892,0,0,0,0,0
