"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEV","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVAR","AVBL","AVBR","RIPL","AVDL","RIPR","AVDR","SIBDL","SIBVL","AVEL","SIADR","SIADL","AVER","SIAVR","RMEL","RMER","SIBVR","SIBDR","RID","SIAVL","AVL"
"OLQDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119706304312628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365100652237246,0,0,0,0,0,0,0,0,0,0,0,0,0.023745071491588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275078826696776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272793295847561,0,0,0,0,0,0,0,0,0,0,0,0
"OLQDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500448203644743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368443409371609,0,0,0,0,0,0,0,0,0,0,0,0,0.0232998548080911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653797343051538,0.0211880246900372,0,0,0,0
"OLQVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830886631199618,0,0,0,0.00829956593085596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340046524746523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200884418980324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170294997733712,0,0,0,0,0,0,0.00505126279539335,0,0,0,0,0,0
"OLQVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832492370460534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325475131372871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188030113304691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171242978341449,0,0,0
"PVCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703531648616386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687659271750132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718138379268545,0.717484462770765,0.704763940388398,0.705938287055659,0,0.703192516283281,0,0.703236982447885,0,0,0.717264150105868,0,0,0.716409730275527,0,0,0,0,0,0.720391269569628,0.70181654991815,0
"PVCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100084428179725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679763247848481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716991892523244,0.716097159040565,0.703600555401299,0.704545114600704,0,0.702057308177957,0,0.701827123739985,0,0.70773525346455,0.716083044408575,0,0,0.715062942938483,0,0,0,0.713695839133389,0.712635266244789,0,0,0
"PVPL",0.62961567961581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636312074896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431647636260252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461761768422379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673240390963617,0.672471797841646,0.6598374442561,0.660924938720588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675563949620704,0,0
"PVPR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641453201113361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412968497559513,0.0393886827389067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622857836656618,0,0.611704069517943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677606001267376,0.665056443933274,0.666056477948473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQL",0,0,0,0,0,0,0.698834281522842,0,0,0,0.691393412585705,0,0,0,0.679003101831626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699510406883059,0,0,0,0,0,0.703176862549063,0,0,0,0.66415136529904,0.663032265063806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659573666268267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660387697858933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQR",0,0.667677499272864,0,0,0,0,0,0.699643747073042,0,0,0,0.691298433838014,0,0,0,0.68807215915268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700600347040464,0,0,0,0.694515531043606,0,0.703957548173217,0,0,0.664701062041544,0.663529228331823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712714580010711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593985806190963,0.727974990844444,0,0,0,0,0,0,0,0.744615747077194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714021530255063,0,0,0,0.741607953081101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVT",0,0,0,0,0,0,0,0,0,0,0,0,0.667378993421104,0.666907527031086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635843489895767,0.647382341705196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437242274420744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685986389166758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608910115633727,0.605903492464314,0,0,0,0.668703094035457,0,0,0,0,0,0,0,0,0,0,0.678019157864635,0.664725505963611,0.665321134782388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689009238405612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674950672660753,0,0.652181210966587
"RIAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004428252141788,0,0.0147256184096586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145622369788479,0,0,0,0,0,0,0,0,0,0,0,0,0.0129415218742571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128700613974837,0.0182935381154453,0.0108138644724319,0.0138827539201071,0.00701493477116858,0.0156996661937046,0.00620075304020609,0.0166187829926337,0,0,0,0,0,0,0.0129071992029884,0,0,0,0,0,0,0,0,0,0,0,0.0108286838405575,0.0132113550272578,0.0017817740281809,0.0148658015161898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127906754696048,0,0.0246538507178645,0,0,0,0,0,0,0
"RIAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397213205895146,0,0.0137863205343195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129415218742571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012744600933459,0.0147409705423778,0.0115300129560042,0.0163703585029658,0.0072191383196421,0.0175151491759634,0.00559466466963168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135512239881911,0.010383547239052,0.0145426634268581,0.00203312317091833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126644555412481,0,0,0,0,0,0,0,0,0.0220500015780895,0
"RIBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138758368446961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233358870268118,0.0264152060013499,0,0,0,0,0,0,0.700023913661727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126888908467949,0,0,0,0,0,0,0,0.0534321732038034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195583966802784,0,0,0,0,0,0,0,0,0,0,0,0,0.012454821974089,0,0,0,0,0,0,0,0,0,0.0109253074563431,0,0,0.0155249887167833,0,0,0,0,0,0,0,0
"RIBR",0,0,0,0,0,0,0,0,0,0,0,0,0.01396232462457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036161516513588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274752634490327,0,0,0,0,0,0,0,0.700366178031145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119875707694731,0,0,0,0,0,0,0,0,0,0,0.00481529545108605,0,0.0286070926929625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019294117574244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110887544181876,0,0,0,0.0163625799988495,0,0,0,0,0.0165200810852278,0,0,0.00964218281416998,0,0,0,0,0,0,0,0
"RICL",0.023306694588814,0.028013860815619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322379701310717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804385883861874,0,0,0,0,0.0196455276216051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184161972395396,0,0,0,0,0,0.0124169476711771,0,0,0,0.0202778021530009,0.0196399277056014,0.0220871941999205,0.0274223860462351,0,0,0,0,0,0.0401304703663952,0,0,0,0,0,0,0.0213579448599491,0.0262983931819631,0,0,0,0,0,0,0.0170552113869376,0,0,0,0,0,0,0,0,0,0,0,0,0
"RICR",0,0.0212875203446027,0,0,0,0,0,0,0,0,0,0,0.0201942108184035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328082797807486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824721549031853,0,0,0,0,0,0,0,0.0175620427120181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214183127231407,0.0166003596374823,0.0264460759766454,0.020883899721885,0,0,0,0,0,0,0,0,0,0,0,0,0.0264117485473439,0.0194000526356406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236724027899149,0,0,0,0,0,0,0,0,0.0423286792333593,0,0,0,0,0,0,0,0,0,0.00474930012113625,0.00390347395958073,0.0403278762987295,0.0412956442777262,0.0372516898654024,0.0387059465033314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624939328890138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358268565652047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375134613674295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFR",0,0.0194365839872584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503283722480732,0,0,0,0,0,0,0,0.0466595766794583,0,0,0,0,0.044967520017404,0.0446202812014895,0,0,0,0,0,0,0,0,0,0,0,0.080955036189947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622857836656618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438776831873633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459307768120952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596384934261474,0,0,0,0,0,0,0.0469365201012895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389228182725924,0,0,0,0,0,0,0,0.0766668041691815,0.0760031490426959,0,0,0,0,0,0,0,0.650280288051586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781663370701784,0,0,0,0,0,0,0,0,0,0,0,0.0534321732038034,0,0,0,0,0,0,0.00334469617454262,0,0,0,0.0605433431326011,0,0,0.0541799423162357,0,0,0,0,0,0,0,0,0.0561231531642133,0,0.0197480076182542,0,0,0.0579875833081693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822410454086416,0,0,0,0,0,0,0,0,0,0,0,0.064294342894977,0,0,0.0635184318564305,0,0,0,0,0,0,0,0
"RIGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514339694939662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302943787963419,0,0,0,0,0,0,0,0,0.079779738750767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805568884595306,0,0,0,0,0,0,0,0.605903492464314,0,0,0,0.0568506237184068,0,0,0,0,0,0,0,0,0,0.0635500336854504,0,0,0,0,0,0,0,0,0,0,0,0,0.0597964192940566,0,0.0245801842258785,0.0594238034789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694597040900784,0,0,0,0.0846651713488566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663285336111089,0,0,0,0,0,0,0,0
"RIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232352035070844,0.0220453641232828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160957683593585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013427763416705,0.0119814518925348,0,0,0.0148278115030085,0.015424645686267,0,0.0077945283542768,0,0,0,0,0,0,0,0,0,0.0173451838064994,0,0,0,0.0201072193211325,0.0221982993383643,0.0189359375630209,0,0,0.0175978955759808,0.0170689424989145,0.0128083774959253,0.0118564375742938,0,0,0,0,0,0,0,0,0.0126901780387924,0.0128792905842335,0.0164069997242983,0.0161539848769971,0,0,0,0,0,0,0,0,0,0.0072563042784361,0,0,0,0,0,0,0,0,0,0,0.00269553134256495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212575150329242,0.0204882382043637,0,0,0,0,0,0,0,0,0,0.0155240370851746,0,0,0,0,0.0157586127472805,0,0.0150151737382764,0,0,0,0.00887308177685465,0,0,0,0,0,0.0136486182834335,0,0,0,0,0
"RIML",0.0309189656241218,0,0,0,0,0,0,0,0,0,0,0,0,0.0136755915462778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161179119576637,0,0.0149544347341767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425398220421172,0,0,0,0,0,0.0511433867364589,0,0,0,0,0,0.0253491096123833,0,0,0,0,0.0137586890517184,0.0166860414591995,0,0,0,0,0,0.00760334601199531,0,0,0,0,0.0104551676173197,0.0139967770670832,0.0177927140552847,0.0206548036248532,0,0,0,0,0,0,0.0124903214448978,0.0117445804077083,0.0169674254644193,0.0207589998965057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190603565385068,0.00624427257948234,0.0147372986054942,0,0.00768339095976672,0,0.0160131612768412,0,0,0,0,0.00818053606606101,0,0,0,0,0,0,0,0,0
"RIMR",0,0,0,0,0,0,0,0,0,0,0,0,0.013391930924651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116764306705057,0.00481529545108605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180455837542389,0.0113472902698728,0,0,0,0,0.00782506988487164,0.00689579105550988,0,0,0,0,0.0109536008783927,0,0.0210638032363875,0.0169023339702133,0,0,0,0,0,0,0.0134678419983957,0.00887504877803497,0.0207218398608509,0.0165337287489468,0,0,0,0,0,0,0,0,0,0,0,0,0.0197705613906921,0,0.0136121421612746,0.00821303815302991,0,0,0,0,0,0,0.0168105858176106,0,0,0,0,0,0,0,0,0,0,0
"RIR",0,0,0,0,0.00941832751872645,0.0119643032039584,0,0,0,0,0,0,0,0,0,0,0,0,0.0182655897266554,0.00623157100226339,0.0161075053822938,0.0165934118143504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127348491604975,0,0,0,0.0161674982570163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707858658448107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182727022414071,0,0,0,0,0,0,0,0,0.0104639127107765,0.0121766758657946,0,0,0,0,0,0,0.0605433431326011,0.0635500336854504,0.0072563042784361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012634733521997,0.0135002807661776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660143565351508,0,0,0.00818028573289925,0,0,0,0,0,0,0,0
"RIS",0,0,0,0,0,0,0,0,0,0,0,0,0.0340359277219033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387020639186401,0.0127465748738877,0,0,0,0,0,0,0,0,0,0,0,0.0434459039262478,0.0430001009942491,0.04892606694209,0.047675202201164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282432509734074,0.0286070926929625,0,0,0,0,0,0,0,0.0253491096123833,0.02607000374053,0,0,0.0307874628308748,0,0,0,0.0390520705873101,0.0373128648889194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371166164376718,0.0343906228830077,0,0.0411634231368548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387513798282558,0,0,0.0377090513166683,0,0,0,0,0,0,0,0.0171224811678609
"RIVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128700613974837,0.0170715731531068,0,0,0,0,0,0,0,0,0.0213554175525498,0,0,0,0,0,0,0,0.0159946896451213,0.0160484822656615,0,0.0179532632971175,0,0,0,0,0,0,0,0,0,0,0.0191457481996656,0,0,0,0,0,0,0,0,0,0.0168497539086258,0.0130277114092422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186765099899914,0,0,0,0,0,0,0
"RIVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182935381154453,0.012744600933459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017693798377274,0,0,0.0151460546812115,0,0.0168847715727072,0,0,0,0,0,0,0,0,0.0183090942024892,0,0,0,0,0.17570285941674,0,0,0,0,0.0199678116266217,0,0,0.0135101043956459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180039991481927,0
"RMDDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164048955769497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467823890976883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252305013206362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
