"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMER","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVER","RIPL","AVAR","AVDL","RIPR","SIBVR","SIBVL","AVDR","AVEL","SIBDR","SIBDL","SIADL","RID","SIADR","SIAVL","SIAVR","RMEV"
"RIGR",0,0,0,0,0,0,0,0,0,0,0,0,0.0913166531738598,0,0,0,0,0,0,0,0,0.0748722340734952,0,0,0,0,0.96202596352413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440994121718901,0,0,0,0,0,0,0,0,0,0.116135062738458,0.114714295960252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117266356618304,0,0.942211637779532,0,0,0,0,0,0.890455291070424,0,0,0,0,0,0,0,0.0827572370584403,0,0,0,0,0,0,0,0,0,0.0925095427066683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870454204913482,0,0.0357812808351396,0.0865030050643112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123246768419222,0,0,0,0.0965541944971838,0,0,0,0,0,0,0,0.0980785876602119,0,0,0,0,0,0,0,0
"RIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362819247676271,0,0.0338233975103127,0.0320913528376902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240537481080782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195467442141908,0.0174413540207785,0,0,0.0215847888967845,0.022453598150895,0.0131841635145399,0.011346465325846,0,0,0,0,0,0,0,0,0,0,0.0268100879596888,0,0,0,0.0306163810703315,0.0292700028092436,0.0323139800495177,0.0275649724018658,0,0,0.0256171897625037,0.0248471947769009,0.0186451064814102,0.017259371152453,0,0,0,0,0,0,0,0,0,0,0,0,0.0184730439805206,0.0187483343947702,0.0238836071935988,0.0235152944411983,0,0,0,0,0,0,0,0,0,0.0105629745825336,0,0,0,0,0,0,0,0,0,0.0255872496476517,0,0.0198682418049981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210378702061901,0.0187323073400276,0,0,0,0,0,0,0.0243010937494977,0,0,0,0,0.0128238294574252,0.0229397527333829,0,0,0.0218575313911618,0,0,0,0,0,0,0,0,0,0,0,0.00392387473917684
"RIML",0.0450086208452406,0,0,0,0,0,0,0,0,0,0,0,0,0.0199075066812905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494597126181059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061925057403082,0.0168805044147642,0,0,0,0,0,0,0,0,0,0,0.0369006026003049,0,0,0,0,0.0200284714044002,0.0242898071874423,0,0,0,0,0,0.0094272166242879,0.0110681619161957,0,0,0,0,0.0152195477973641,0.020375055224235,0.0259007862830094,0.0300671192007357,0,0,0,0,0,0,0.0181821134957374,0.0170965410998285,0.024699416815294,0.0302187973176982,0,0,0,0,0,0,0,0,0,0,0,0,0.0226698170930259,0.00908976388152492,0.0214530296155928,0.0233066942502578,0,0,0,0,0,0,0,0,0,0,0.0119083752860382,0,0,0,0,0
"RIMR",0,0,0,0,0,0,0,0,0,0,0,0,0.0194945829915806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828515193452269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280988342312675,0,0,0.00700960730221387,0,0,0,0.0638725767917314,0,0,0,0,0,0,0,0,0,0,0,0.0262688877435123,0.0165182073548781,0,0,0,0,0,0,0.0100381768529574,0,0,0,0,0.0159451152027235,0,0.0306624983820831,0.0246046633743611,0,0,0,0,0,0,0.0196050864533608,0.0129193748034686,0.0301647035949096,0.0240680861535302,0,0,0,0,0,0,0,0,0,0,0,0,0.0287799311383493,0.0198151436524884,0.0119556884506132,0,0,0,0,0,0,0,0,0.0244711059370281,0,0,0,0,0,0,0,0
"RIR",0,0,0,0,0.0137102236032094,0.0174163907399395,0,0,0,0,0,0,0,0,0,0,0,0,0.0265891496020933,0.00907127424380114,0.0234476344172632,0.0241549665651937,0,0,0,0,0,0.051538835668176,0,0,0,0,0,0,0,0,0,0,0,0,0.013998039608839,0,0,0,0,0.0235349658171756,0,0,0,0,0,0,0,0,0,0,0,0,0.0254219182467364,0.0256757178347193,0,0,0,0,0,0,1.03042716103205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265995032628078,0,0,0,0,0,0,0,0,0,0,0,0,0.0152322779967,0.017725540817296,0,0,0,0,0,0,0,0.0925095427066683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208454650156515,0,0,0,0,0,0,0,0,0,0,0.0183923336079703,0.0196523074444358,0,0,0,0,0,0,0,0.0119080108770052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563384474765014,0.0185551406392036,0.0249251308139747,0,0,0,0,0,0,0,0,0,0,0,0.0632440373609936,0.0625950837258057,0.0712214898524096,0.0694006107991628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411135931891373,0.0416432361986164,0,0.0305660097422366,0,0,0,0,0,0.0369006026003049,0.0379500054450754,0,0,0,0,0,0,0.0568479508549451,0.0543161957243763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540305175991425,0.0500622991334922,0.0600309225264364,0.0599214387435228,0,0,0,0,0,0,0,0,0,0.0809734779929901,0.0820086190806529,0,0,0,0,0.054892922802745,0,0,0,0,0,0,0,0.0564102364588534,0,0,0,0,0,0,0,0
"RIVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187348995026661,0.0248510242102187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233617146905198,0,0.0261344972046647,0,0,0,0,0,0,0,0,0,0,0,0.0278703929488804,0,0,0,0.255167853398136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271873246689749,0
"RIVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266298339655216,0.0185522671816176,0,0,0,0.018452069391907,0,0,0,0,0,0,0,0,0,0,0,0.0257567951061584,0,0,0.0220480542827763,0,0.0245790978590041,0,0,0,0,0,0,0,0,0,0.0266524789023578,0,0,0,0,0,0,0,0.0257090033019806,0,0.0290670675577405,0,0,0.0196666076645478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262083531904072,0,0
"RMDDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379331274045194,0,0.039714735310477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238805441942939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681009461548627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164769671269662
"RMDDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393646428888365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177592871390577,0,0.0240235841235363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617658472200657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035973307535979,0,0,0,0,0,0.0386659310078411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102116139073973,0.023830268706849,0,0,0,0,0,0,0,0,0,0.0200284714044002,0,0,0,0,0,0.0104817015592949,0.0177592871390577,0,0.0232869942074702,0,0.0267577023811603,0,0,0,0,0,0,0.0711849448454956,0.0141483084926476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330946843352524,0
"RMDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258821106549123,0,0,0,0,0,0,0,0,0,0.0387351733177112,0,0,0,0,0,0,0,0,0,0.0380592045012192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228539444591902,0.0105088722374537,0,0,0,0,0,0,0,0,0,0,0.0165182073548781,0,0,0,0,0.0178292830035836,0.0102057438254764,0.0232869942074702,0,0.0274002319575606,0,0,0,0.0209099038567105,0,0,0,0,0,0.0133832871230782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240235841235363,0,0,0,0.028887881400284,0.0239681949495707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369667344600605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238805441942939,0,0,0,0,0,0.0219394054906064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306309427014784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219394054906064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288330537859763,0.0299753254908308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244411273043256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283211907260381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423813861430493,0.0264833227593329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967638394757155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757000384432696,0.016761650670597,0.0176750255812226,0,0,0,0,0,0,0,0,0,0.00383152405218863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMFR",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122360722800967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435875150783241,0.026937081558525,0,0,0,0,0,0,0,0,0,0.0300734516759072,0,0,0.0262201812630796,0,0,0,0,0,0,0,0,0,0,0,0.0424270983708747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968505449366768,0,0,0.0133187536221253,0,0,0,0,0,0,0,0,0.0110681619161957,0,0,0,0,0,0,0,0.0172531741871242,0.0149717816084543,0,0,0,0,0,0.00276422690650116,0,0.0598232891849508,0,0,0.00229054698025384,0.00654327830797567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMGL",0.00564485585788068,0,0,0,0,0,0,0,0,0,0,0,0,0.0648351798975198,0.0298673654536289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524625429016831,0,0,0,0.0978369564972287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911142354804748,0,0,0,0,0,0,0.072132061247171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612692028412063,0.0626111734923867,0.0682388532850329,0.0702818962398035,0.0737465030553356,0,0,0,0,0,0,0,0,0,0.0613064240936971,0,0,0,0,0.663515903498705,0,0.0559101760779064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715675006577051,0,0,0,0,0,0.0695852800385748,0.0500777424907388,0.0579512377894392,0,0,0,0,0,0,0,0,0.0680895816473141,0,0.0639691489453852,0,0,0.0662842036617936,0.045936780678892,0,0
"RMGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314712074278816,0,0,0,0,0,0,0,0,0.0560187571334928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696538114450898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972640600849411,0,0,0,1.01155111539624,0,0,0,0,0,0,0.0709406148049638,0,0,0,0,0,0,0.0218557539709941,0,0,0,0,0,0,0,0,0,0.0619761266694937,0,0.0711849448454956,0.0637157179575319,0,0.0693679830798222,0,0,0,0,0,0,0,0.0583480683357695,0.0593097065662,0,0,0,0,0,0,0,0,0,0.0439485151999615,0.0677347772969599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541110859930176,0.0493713534294243,0.0645473628582386,0,0,0,0,0,0,0,0,0.0606551025554786,0,0.0613032927082632,0,0,0,0,0
"RMHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426786802107475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865030050643112,0,0,0,0,0,0,0,0,0,0.0141483084926476,0.0183474731208926,0,0,0,0,0,0.00383152405218863,0,0,0.0583480683357695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286825632530572,0,0,0,0,0,0,0,0,0,0,0,0,0.0241528063845591,0,0,0,0,0,0,0,0,0,0,0,0.0405837921629821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158987759945538,0.0133832871230782,0,0,0,0,0,0,0.00229054698025384,0.0613064240936971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352416281558915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152195477973641,0.0159451152027235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654327830797567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214155419157881,0,0,0,0,0,0,0,0,0,0,0,0,0.0155289393150337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAADR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020375055224235,0.0188768108195942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202578995780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149961292531815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAAVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259007862830094,0.0306624983820831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234045396070666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209088711174528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515184838644103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAAVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126317649109546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03296247996065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300671192007357,0.0246046633743611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249321684150216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197715622900828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572027472843307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDQL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.723567210574899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68793559876577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730555350720269,0,0,0,0,0.703464948248634,0,0,0,0,0,0,0,0,0.678038855466459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458048894415641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757209705269225,0,0,0.712625422858529,0.713835609038419,0,0,0.730652686093271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDQR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103524356769464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761547228992614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273655390075159,0,0,0,0.246627893083639,0.249314325855059,0,0,0,0,0,0.257249743866035,0,0,0,0,0.2557699852269,0,0,0,0,0,0,0,0,0,0,0,0.207940954203726,0,0,0,0,0,0,0,0.458048894415641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256127583794617,0.259122823749454,0,0,0.27575874981939,0,0,0.272223088472058,0,0,0,0,0,0,0,0,0,0,0
