"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMER","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVER","RIPL","AVAR","AVDL","RIPR","SIBVR","SIBVL","AVDR","AVEL","SIBDR","SIBDL","SIADL","RID","SIADR","SIAVL","SIAVR","RMEV"
"ALNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96202596352413,0,0,0,0,0,1.03876511441377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04734788123719,0,0,1.05865229998949,0,1.05984198697222,0,0,1.04502418873639,0,0,0,1.05747789705495,0,1.05727792263667,1.05741790950162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AQR",0,0,0,0.00768254657486696,0,0,0,0,0,0,0,0,0,0.0467121547267813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048477270116713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766745386713787,0.0701767727471357,0,0,0,0,0,0,0.982479579086642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991986539353531,0.98991673950566,0,0,0,0,0,0,0,0,0.0605765297217082,0.0549848898668705,0,0,0,0,0,0,0,0,0,0,0,0.051538835668176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678266820120926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621053787456499,0.0445298196700116,0.0378130734099085,0,0,0.0540085584978494,0.0446530215680445,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASEL",0,0,0,0,0,0,0.0120884605034616,0,0.0115327373871352,0.0281167099518351,0.0200309164656319,0.0218471673739555,0.0100656312092499,0.0235206805612104,0,0,0.0102211102205497,0,0.0208053581777928,0.0173264612704456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864257948057899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272409739423561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASER",0,0,0,0,0,0,0,0,0.027896738482639,0.011390353066027,0,0.021887749052695,0.0250800291722568,0.00984280299016114,0,0,0,0,0.0305977168074372,0.0167387415871646,0,0.0111079783756429,0,0,0,0,0,0,0.0272311715126824,0,0,0,0,0,0,0.0084976192667785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653740167827593,0,0,0.0290514019939228,0.00845832866635749,0,0.0311332965473663,0,0,0,0,0,0,0,0,0,0,0,0.563106632190385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01538748402107,0,0,0.0278489758073008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASGL",0,0,0,0,0,0,0,0,0,0,0.0233437341867416,0,0.0110285951833744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139271199154967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASGR",0,0,0,0,0,0,0,0,0,0,0,0.0234395472272557,0,0.0100936967297356,0,0.0249281442114756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265572590859119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASHL",0.0520597407582145,0,0,0,0.00886519198360927,0,0.0130274146334278,0,0,0,0.020692656466501,0,0.00595605708633027,0,0,0,0,0,0.0228283056375468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136060950697426,0,0,0,0,0.0575631075565114,0,0.0276604622569043,0.0104549247516422,0.0279490556149152,0,0,0,0,0.00508745039902111,0,0.00607853465843126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58155813430723,0.565898191063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05793194419788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123467861614116,0.00795281853535273,0,0,0,0,0.0101406022534414,0,0,0,0.0290719724213675,0,0,0,0,0,0,0,0,0
"ASHR",0,0.048629656175688,0,0,0,0.00691465890789271,0,0,0,0,0,0.0226380327881118,0,0.00605748923079934,0,0,0,0,0,0.0152873512359892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590964659542451,0.0281482395236585,0,0.0291835088411461,0,0,0,0,0,0,0,0,0.00619819262340846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56751036192495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124213392651769,0,0,0,0,0,0.0732628203611192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722822400494236,0.0102218784393146,0,0.0100512915253775,0.0298656945628048,0,0,0,0.0111334723006235,0,0,0,0,0,0,0,0,0
"ASIL",0,0,0,0,0,0,0,0,0.0157128350575851,0,0.0230590279652705,0,0.0157179368452693,0,0,0,0,0,0.0239208638666123,0,0,0,0,0,0,0,0,0,0,0,0.00555702992979388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974164806545844,0,0,0,0.0156127919933664,0.0269968546923757,0,0.040805156158758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174385399555482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASIR",0,0,0,0,0,0,0,0,0,0,0,0.0232750516497144,0,0.0148545577233471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552548149061465,0,0,0,0,0,0,0,0.0131480024177867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100650255759114,0,0,0.0274646968354946,0.0156194148768048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169278244619805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASJL",0,0,0,0,0,0,0,0,0,0,0.0105247483083029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139271199154967,0,0,0,0,0,0,0,0.0219410395737788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557742902483836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01019791950811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASJR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223711627383475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558265304658239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05001025056027,0,0,0,0,1.01100362113943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASKL",0,0,0,0,0,0,0.00638011991095192,0,0,0,0.0300302454696719,0.0311024577128762,0.0138283166512143,0,0.044515041866135,0,0.0221993474531066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967758908348304,0,0,0,0.0128124158076502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASKR",0,0,0,0,0,0,0,0.00628851622627507,0,0,0,0.0304243402634922,0,0.0125170761331021,0,0.033135148309848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129320123778407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169088011245254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586960931705704,0.572415056051237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06374156766928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633306886601739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190789828431215,0,0,0,0,0,0,0,0,0
"AUAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195225890096735,0,0.00492234089064848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214125794383378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245404365123922,0,0,0,0,0,0.0175496438487722,0,0,0,0,0,0,0,0,0,0.0286853872383767,0.0155010831400785,0,0,0,0,0,0,0,0
"AUAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418397629868631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018606281680356,0,0.00526401822666155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144017557252145,0,0.0155215256529038,0.0286953554127776,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358469210999181,0,0,0,0,0,0,0,0,0,0,0,0.0233515492660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047661309157691,0,0,0.0477978888050377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972827111792971,0,0,0,0.529645925964342,0.514247523834127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0146951412066,0,0,0,0,0,0,0,0,0,0,0,0,0.00691353815102112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524155414281216,0.0645291316268523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVFR",0.0188623226466149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047661309157691,0,0,0,0.0505912272224642,0,0,0,0,0.274863330384109,0.0592612195073642,0,0.0611143011022686,0,0,0,0,0,0.133315034970624,0,0,0,0,0,0,0,0,0,0,0.512684996713839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0047939076472,1.01301289874716,0,0,0,0.965896977951389,0,0,0,0,0,0,0,0,0,0.015956152871326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702950816591656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529583447781426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422017415082379,0,0
"AVHL",0,0,0,0,0,0.0269294591102152,0,0,0,0,0,0.0251686710406633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048477270116713,0,0,0,0,0,0.0281482395236585,0,0,0,0,0,0,0,0,0,0,0,0,0.0050812727551766,0,0,0,0,0,0,0,0,0.0271946316867525,0,0,0.034966365323068,0,0,0,0,0,0,0,1.01807256743384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02578360449254,0,0,0,0.969748321143857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200350063755605,0,0.0062115637498741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215300887658557,0,0.0253030953362183,0,0,0.0166369495823679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679726248895466,0,0,0,0.0304463755604115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVHR",0,0,0,0,0.0271269961895088,0,0.0207787678874825,0,0,0,0,0,0.026591504297073,0,0,0,0,0.00729324093124928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276604622569043,0,0,0,0,0,0,0,0,0,0,0,0.0253489623878498,0,0,0.00389893885804201,0,0,0,0.322941184576547,0,0,0.0274547936459305,0,0,0,0,0,0.177412777347111,0,0,0,0,0,1.01785040279825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02745849929514,0,0,0,0.962017509063391,0,0,0,0,0,0,0,0,0,0,0,0.0601139125561837,0,0,0,0,0.0246802214428629,0,0.0235349658171756,0,0,0.00547566751781232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238434888501426,0,0.0256188191402458,0,0,0,0,0.0169649545363928,0,0,0,0,0,0,0.0253015763003266,0,0,0,0,0,0.031978621252135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264827843696381,0,0
"AVJL",0,0.0489802743977423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318322418111977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02233868275777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039989896184849,0.0261410274177035,0,0,0.0325828869301528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVJR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319528279604164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0241283492517,1.02209893724606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419246696329038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243595265229412,0.00525905008651752,0,0,0,0,0,0,0,0,0,0,0,0,0.0288662026641885,0,0,0,0
"AVKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243787582599458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98570031998412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440994121718901,0,0.0350653662487111,0.0380301186715461,0,0.00563384474765014,0.0422791526503089,0,0,0,0.0546725321981077,0,0,0,0,0,0,0.0423813861430493,0,0,0,0,0,0,0.0541963218056874,0,0.0608063757386407,0,0,0,0.040431521708393,0,0,0.0527902239891831,0,0.0576209910651329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378172919949079,0,0.0545516117214354,0,0,0,0,0,0,0,0.0544308212356807,0,0,0,0,0,0,0,0
"AVKR",0,0,0,0,0,0,0,0,0,0,0,0,0.0339432501229074,0.0311543661228346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871368107579256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00253452490055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566597987512421,0,0,0.0217691138535483,0.0195813936816465,0,0.0185551406392036,0.0322024417321983,0.0298541479857176,0,0,0,0.0359300558540044,0,0,0,0,0,0,0.026937081558525,0,0,0,0,0.0333558734052191,0,0.0465003210128369,0,0,0,0,0,0,0,0,0,0.0450789846625135,0.0422463299210343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367556634772963,0,0,0,0,0,0,0,0.0404888124063688,0,0,0,0,0,0,0,0
"AVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949377712166551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249251308139747,0,0,0,0,0,0,0,0,0,0,0.0506290295811417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318322418111977,0.319528279604164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146405221222373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706026114428828,0.70447921177439,0,0.738759095128552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320172570133085,0.322868816681864,0,0,0,0.317857622577261,0,0,0,0.319084464458227,0,0,0,0,0,0,0,0,0
"AWAL",0,0,0,0,0,0,0.00867195033751059,0,0.00654813991360333,0,0.0221384007527785,0,0.00654018267735122,0,0,0,0,0,0.0253972771209091,0,0.0175736418060721,0,0,0,0,0,0,0,0.00682417451509705,0,0,0,0.00508745039902111,0,0,0,0,0,0.00904546232493812,0,0.010187190390234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458429545772848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567211763940368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634162261034439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWAR",0,0.0504452095292816,0,0,0,0.00407211045942395,0,0,0,0.00630171209994752,0,0.0239384151995412,0,0,0,0,0,0,0,0.0154849512380165,0,0.0163340171665416,0,0,0,0,0,0,0,0.00653740167827593,0,0,0,0.00512673850086485,0,0,0,0,0,0.00816230424248417,0,0.0106571115670769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398602446249706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746893363817127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWBL",0,0,0,0,0.00507321427942877,0.0253724003132587,0,0,0,0,0.025633688473679,0,0,0,0,0,0,0,0.0276166909166812,0,0.0185887204226952,0,0,0,0,0,0,0,0.00700742547008172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999220715889388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173630602186438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228218642681065,0,0
