"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMEV","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVAR","AVBL","AVBR","AVDR","RIPL","RIPR","AVER","SIADL","SIBVR","AVDL","AVEL","SIBVL","SIBDL","RID","SIBDR","SIADR","RMER","SIAVL","SIAVR"
"AVKR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196087962364789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217691138535483,0.0195813936816465,0,0.0185551406392036,0,0.0298541479857176,0,0,0.0414167300180812,0.0359300558540044,0,0,0,0,0,0.0264833227593329,0,0,0,0,0,0.0333558734052191,0,0.0465003210128369,0,0,0,0.0248287628300702,0,0,0,0,0,0,0.0422463299210343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367556634772963,0.0303194786103443,0,0,0.0404888124063688,0,0,0,0,0,0,0,0
"AVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949377712166551,0,0,0,0.0195935732248804,0,0,0,0,0,0,0,0,0,0,0.0249251308139747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562784260847629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506290295811417,0,0
"AVM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821623971692267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318322418111977,0.319528279604164,0,0,0,0,0,0,0,0,0,0,0,0,0.147406082242326,0.146405221222373,0,0,0,0,0,0,0.295052368615117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706026114428828,0.70447921177439,0,0.738759095128552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320172570133085,0.322868816681864,0.319084464458227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWAL",0,0,0,0,0.00584456458226358,0,0.00867195033751059,0,0.00654813991360333,0,0.0221384007527785,0,0,0,0.0369028649008532,0,0,0,0.0253972771209091,0,0.0175736418060721,0,0,0,0,0,0,0,0.00682417451509705,0,0.00486922225726297,0,0,0,0.00974164806545844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458429545772848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567211763940368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01947562439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWAR",0,0,0,0,0,0.00407211045942395,0,0.0076893486090338,0,0.00630171209994752,0,0.0239384151995412,0,0,0,0,0,0,0,0.0154849512380165,0,0.0163340171665416,0,0,0,0,0,0,0,0.00653740167827593,0,0.00470031726821445,0,0.00512673850086485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398602446249706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746893363817127,0,0.0904925660038057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWBL",0,0,0,0,0.00507321427942877,0,0,0,0,0,0.025633688473679,0,0,0,0,0,0,0,0,0,0.0185887204226952,0,0,0,0,0,0,0,0,0,0,0,0.00607853465843126,0,0,0,0,0,0,0,0.0118782826548338,0,0,0,0,0.0274547936459305,0,0,0,0,0,0,0.00458429545772848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999220715889388,0,0,0,0,0,0,0,0.0864992031642308,0,0,0,0,0.0156267292043153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192071841011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWBR",0,0,0,0,0.0252311063053253,0.00464743994548341,0,0,0,0,0,0.0268532310526825,0,0,0,0.0284494687656356,0,0,0,0.0192563789248362,0,0.0173325426176816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123464765343194,0,0,0.0271946316867525,0,0,0,0,0,0,0,0,0.00398602446249706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938164526982075,0,0,0,0,0,0,0,0.0913366663478105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWCL",0,0,0,0,0,0,0,0,0,0.0267644048101905,0.0226438055305695,0.0245906381925876,0.00450380472836578,0.0225188905855312,0,0,0,0,0.0253805718097647,0.0167772139350333,0,0.030559593381723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274646968354946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267271147505791,0.024936092527637,0.0342598383109692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370476687757644,0,0,0,0,0,0.0379283687167749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139904424407343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWCR",0,0,0,0,0,0,0,0,0,0,0.0227658023671883,0.0219547855421802,0.0222937342041576,0.00438175844054074,0,0,0,0,0.0315897681590693,0.0136240574501963,0.0309154185528334,0.0159721517047055,0,0,0,0,0,0,0,0.00845832866635749,0,0,0,0,0,0.0156194148768048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267271147505791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298638367545619,0,0.0399956366663134,0,0,0,0,0,0.116135062738458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031865241189951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309756701463524,0,0,0,0,0,0.0286144151349565,0,0,0,0,0,0,0,0,0,0,0,0
"BAGR",0,0,0,0,0,0,0,0,0.0303404935559518,0,0,0,0,0.0239366282723126,0,0,0,0,0.051416465356592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242581223591321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027633480181713,0,0.0384525150652561,0.0321547414915845,0,0,0,0,0.110637495441899,0,0,0,0,0.0256757178347193,0,0,0,0,0,0,0,0,0,0,0,0,0.0321502458801834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287566476689521,0,0,0,0,0,0,0,0,0,0,0.0264359845679734,0,0,0,0,0,0,0,0
"BDUL",0,0,0.144758763105047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135324860440072,0.133315034970624,0,0,0.17619518247041,0,0,0.160370520963613,0,0.147406082242326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233928343042299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84802871529198,0.874384398131453,0.882360921009209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536233600724258,0,0,0,0,0,0,0,0,0,0.224685621318641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173659698094254,0,0,0,0,0,0,0,0,0,0.199294083933808,0,0,0,0,0
"BDUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184382747884877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133817137514513,0.13269237341645,0,0,0,0.174693651756618,0,0,0,0.146405221222373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383964771842438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875516629028523,0.883726951986629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEPDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243594671422247,0,0.0293334722749136,0,0,0,0,0,0,0,0,0,0.0269320180689384,0,0.0174555655187142,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05971042971027,0,0,0,0.0237050898163902,0,0.0366243123122298,0.0393431276062764,0,0,0,0,0,0,0,0,0.0632440373609936,0,0,0,0,0,0,0.0131981367796036,0,0,0,0,0,0,0,0,0.0241088464459236,0.0241528063845591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249170255783445,0,0.00269495789333989,0,0.0219999501064775,0,0,0,0,0,0,0,0,0,0,0.0204128391257041,0,0,0,0,0,0,0,0,0,0,0,0
"CEPDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379080033144079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229773212408725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238630542104317,0,0,0,0,0,0,0,0,0,0,0,0.0262159212493692,0,0.0167892430801131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409220500282626,0.0340372469061927,0,0,0,0,0,0,0,0,0,0,0,0.0253953975591543,0.0220111481431143,0,0,0,0.0120609676649772,0,0,0,0,0,0,0.0696538114450898,0.0270343727098022,0.0242929716961125,0,0,0,0,0,0,0.0286939799530646,0,0,0,0.0236431695425048,0,0,0,0,0.0273733104287393,0,0,0,0.0250460439584528,0,0.00297399260780016,0,0.0218590061620062,0,0,0,0,0,0,0.0250115457792122,0,0.0225361217167296,0,0.0259937564694029,0,0,0.0222773034811358,0,0,0,0,0,0,0,0
"CEPVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150266338155997,0,0,0,0,0,0,0,0.0174613829725054,0,0,0,0.00611382117623668,0,1.05086382890198,0,0,0,0,0,0,0,0,0,1.07446086317544,0,0.0214360267988701,0,0.0328280814671296,0,0.045579067542534,0.0477588882884315,0,0,0,0,0,0,0,0,0,0,0,0.0236821919019598,0,0,0,0,0,0,0,0,0,0,0,0,0.0272562054717591,0.0257322658668184,0,0,0,0,0,0,0,0,0.0341218142915478,0,0,0,0,0.0285585379431988,0,0,0.00851176026980466,0,0.0132455309385374,0,0,0,0,0,0.0116210650934521,0,0,0,0,0,0,0.011826816671367,0,0.0241245308406454,0,0,0,0,0,0,0,0,0,0,0.0400034581024722,0
"CEPVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158889340176977,0,0.0163378752467426,0,0,0,0,0,0,0,0.0164639191325494,0,0,0,0.00614887159363407,0,0,0,0,0,0,0,0,0,0,1.07246642582374,0,0,0,0,0,0.0469286906971298,0.0424947053089779,0,0,0,0,0,0,0,0,0,0,0,0,0.0224137229257128,0,0.0174860574927748,0,0,0,0,0,0,0,0,0,0.0275032258477301,0.0237209148633253,0,0,0,0,0,0,0,0,0,0.0392600461814792,0,0,0.0267310188717504,0,0,0,0,0.00849428711969845,0,0.0133324540888484,0,0.0218895805157671,0,0,0,0.0116713492351463,0,0,0,0,0,0,0.0117128643219752,0.0169158877565959,0,0,0,0.0217564045976265,0,0,0,0,0,0,0,0.0426244541799731
"DVA",0,0.977222456931107,0.981909158593048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00917692824903,1.01117519576272,0,0,0,0,0,0.982479579086642,0,0,0,0,0,0,0,0,0,0,0,0,1.02072867715491,1.0209218455289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00060206741406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05549123082979,1.05459965587325,0,0,0.0147180977164382,0.0116523363403009,0,0,0,0,0,0,0,0,1.03452318611889,1.03385718087919,1.01902215279872,0,0,0,0,0,0,0,1.0405852179849,1.0168456931698,0,1.03042716103205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02231681194813,1.02167209323697,1.0181295503384,1.01159600932701,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05748153204563,1.06117685893496,0,1.03603823034101,1.03487884540029,0,1.01806551016077,0,0,1.05677344859283,1.03336316550507,0,1.03139090359663,1.01430537889642,1.03475316988616,0,0,0,0,0,0,0,0
"DVC",0,0,0,0,0,0,0,0,0,0,0,0,1.03132579624803,1.03072516742537,0,0,0,0,0,0,1.01204464615207,0,0,0,0,0,0,0.985480723526039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98570031998412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00359938976872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021901897504,1.0224832016098,0,0,0,0,0.946610545897878,0.942253643564899,0,0,0,0,0,0,1.01851814280371,0,0,0,0,0,0,0,0,0,1.02766232968952,1.02852183277485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06404983588077,0,1.03889693140147,1.03785130974954,0,0,0,0,0,1.03631869198986,0,0,0,1.0376309210314,0,0,0,0,0,0,0,0
"FLPL",0,0,0,0.0318547178180191,0,0,0,0,0,0,0,0,0,0.0439889351277327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991766403013378,0,0,0.0327713366922033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00102299052234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513133802337716,0,0,0,0.0208539240256031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68793559876577,0.232016695342336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455657887444764,0.0521963237525522,0.0264864943547296,0.0396820983233466,0,0,0,0.0484624594805737,0,0,0.0240222852508223,0.0441608446167601,0,0,0,0,0,0,0,0
"FLPR",0,0.0235558840181174,0,0.0120032799391198,0,0,0,0,0,0,0,0,0.0375529094973845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327713366922033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01015289562958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046442423771604,0.0351647701120205,0.0318275517744159,0,0,0,0,0,0,0,0.0333119247898275,0.0428351772650485,0,0,0,0,0,0,0,0
"HSNL",0,0,0,0,0,0,0.580560848636498,0,0,0,0.569162322264525,0.568257286448624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58155813430723,0,0,0,0,0,0,0.586960931705704,0,0,0,0.527846645431198,0,0.574790506047706,0,0,0,0,0,0,0,0,0.583207629132976,0.582547872469843,0,0,0,0,0.397412282652569,0,0,0,0,0,0,0,0,0,0,0.033006058073197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477523041049543,0.485494779206449,0,0,0.438123944301956,0,0,0,0,0,0,0,0,0,0.522915919645922,0.512161535536595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524625429016831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSNR",0,0,0,0,0,0,0,0,0,0,0,0.553229496293483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565898191063745,0.56751036192495,0,0,0,0,0,0.572415056051237,0,0,0,0,0,0,0.556423034254711,0,0,0,0,0.238142932380889,0.567211763940368,0,0.567563084097679,0,0,0,0,0,0,0.383964771842438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453996236297897,0,0,0,0,0,0,0,0,0,0.497179987121506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113830577573098,0,0,0,0,0,0,0,0,0,0.00737987915932571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08393431536554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393646428888365,0,0,0.0252051268036386,0,0,0.0124144500765489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450258870852369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102443132662407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108891360352303,0,0,0,0,0,0,0,0,0,0.00670924539930721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248174997560315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830504350718586,0,0,0,0,0,0,0,0,0,0,0.0111511833032419,0,0
"IL1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380037538339142,0.0406576869701859,0.0297394570670116,0.0387351733177112,0.0245500339071813,0,0,0,0,0,0,0,0,0,0.0405837921629821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365980668141263,0,0,0,0,0,0,0,0,0,0.0244411273043256,0,0
"IL1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108891360352303,0,0,0,0.0102787683365092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039714735310477,0.0377120584008368,0.035973307535979,0.031179335235106,0.0336921175174921,0.0258598658865794,0,0.0233712435233585,0,0.0428612603987418,0,0,0,0.0427091047725043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344094174121072,0,0,0,0,0,0,0,0
"IL1VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08938837261622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038638954482693,0,0,0,0,0.03510108328323,0,0.0173612035378095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689121967388575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134497312066543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380433444819853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142460891700363,0,0,0,0,0,0,0,0,0,0,0.0181510717766369,0,0
